Source,Date,Author,Comment
FS2UrMAx494,09-05-2022,AkaiHoliicc,เป็นปรากฏการณ์​ที่เหนือธรรมชาติ​อันยิ่งใหญ่​
FS2UrMAx494,09-05-2022,kamonchanok,🫶❤️
FS2UrMAx494,09-05-2022,kvanchanok muttapa,สุขสันต์วันเกิดย้อนหลังนะคะพี่เอก ขอให้พี่มีแต่ความสุข สุขภาพร่างกายแข็งแรงอยู่เสมอนะคะ จะติดตามพี่เอกในทุกๆช่วงเวลาเลยนะคะ
FS2UrMAx494,09-05-2022,Poom W,สงสาร
FS2UrMAx494,09-05-2022,Maple Punk,เป็ดน้อยในดงห่าน 5
FS2UrMAx494,09-05-2022,ภัคจิรา จิ้วฉิ้ม,วันเกิดคือทำความดีจัดๆ5
FS2UrMAx494,09-05-2022,สุรีย์พร พูลทอง,14:45ตี้นี้ดีย์47:45อย่าเผยโรล51:20:13เอาว่าาร่วมคอแรปป1:47:38พี่เอกเอง5เป็นเป็ดทุกตาเลยเก่งงมากกพี่
FS2UrMAx494,09-05-2022,cheerjapkp,ตั้งแต่ต้นจนจบเป็นเป็ดหมดเลยค่ะสีขาวคือไม่มีอยู่บนโลกเลยค่ะดูจนจบจะรู้
FS2UrMAx494,09-05-2022,sapun 2540,จริงๆพี่อาร์มก็เป็นเจ้าพ่อคอนเท้นเหมือนกันนะ 5
FS2UrMAx494,09-05-2022,Suthasinee Artchon,1:12:00 หมอกจางๆและควัน ถคุณพี่อาร์ม เดินเข้าโต้งๆเลยอย่างฮา
FS2UrMAx494,09-05-2022,N L,2.50กว่าๆ พี่เอกได้นักสืบเกลืออีกรอบผมขำเลยน่าสงสารจัดเกลือ
FS2UrMAx494,09-05-2022,นางสาวสุชาวดี พันธวงค์,มีคนอายุ30แย้ว
FS2UrMAx494,09-05-2022,dara rattanapol,สุขสันต์วันเกิดนะพี่เอกขอให้โชคดีตลอดทั้งปีเลยนะพี่ โชคร้ายแค่ในเกมพอ
FS2UrMAx494,09-05-2022,เรื่องของผม,ไม่รู้ว่าพี่จะเห็นคอมเมนต์นี้มั้ย อยากดูรายการไม่มีชื่อค่า🤏🏻💓
FS2UrMAx494,09-05-2022,ทิวพลอย benjaPloy,เหมือนได้สิทธิพิเศษอ่ะรอบนี้5
FS2UrMAx494,09-05-2022,น้องกระต่ายคิ้วเข้ม,ทั้งชื่อคลิป ทั้งคอมเม้นก็คือช่วยกันแกงหนักมาก 
FS2UrMAx494,09-05-2022,HaniiG,ทั้งสตรีมสงสารพี่มาก ทำไมมันไม่ใช่วันของพี่ขนาดนั้นอะ😅
FS2UrMAx494,09-05-2022,P'Mee,พอเป็นเป็ดพี่เอกก็ไม่ได้ฆ่า
FS2UrMAx494,09-05-2022,Parnmaru,รับบทป๋าดันพี่เอก5 คนอะไรเป็นทุกตาเลยสุดยอดมาก
FS2UrMAx494,09-05-2022,นายใบหอม Channel,เป็นคนเลวไม่ขึ้นจริงๆ😅
FS2UrMAx494,09-05-2022,Nyanko X,ทุกเม้นอวยกันสุดๆเลยอ่ะ 🤣ตอนเป็นนกโดโดแล้วแฟมช่วยกันโหวตนี่ทั้งฮาทั้งสงสาร
FS2UrMAx494,09-05-2022,Yothakaa yo,2:06:05 ข่าวดีข่าวร้าย.
FS2UrMAx494,09-05-2022,1128玺宝,ขำตอนพี่เอกเป็นคู่รักกับแพทตี้ ตายคู่เลย
FS2UrMAx494,09-05-2022,daisy crazy,แฮปปี้นะคะพี่เอก5เป้นไลฟ์ที่สู้ชีวิตมาก😂พี่เล่นฆ่าไม่แบ่งใครเลย55 พักผ่อนเยอะๆ มีความสุขมากๆนะคะ🌻💜✨
FS2UrMAx494,09-05-2022,Vii Niie,มันรุมเร้า 😂
FS2UrMAx494,09-05-2022,rtyu gbnkl,อยากให้พี่เอกเพิ่มโรลเล่นอีกเวลาคนเล่นเยอะๆ โรลกลางเอามาให้หมดก็ได้ครับ ได้คอนเท้นหลากหลายดี คหสต. ☺️
FS2UrMAx494,09-05-2022,Baby 3 🦭,ชอบสุดคือจินนี่จ๋า~ คือขำมาก พี่ลี่คือทุ่มให้สุดใจ แต่สุดท้ายปาดซะเอง วงวารทั้งตาเอกทั้งพี่ลี่💖//ขอๆ ขอ คุยส่วนตัวๆ5
FS2UrMAx494,09-05-2022,earthslk83,🎂Happy birthday ครับพี่เอก🎉
FS2UrMAx494,09-05-2022,Supanida Suttipol,.
FS2UrMAx494,09-05-2022,Tharphoom Poapornsawan,สุดยอดมากค่ะ คุณเอก ต้องโชคดีขนานไหนที่ได้เป็นเป็ดทุกตาเนี้ย! สุขสันต์วันเกิดนะคะ
FS2UrMAx494,09-05-2022,hiro shi,พี่ลี่มาคือขำทุกครั้งจริงๆ🤣🤣
FS2UrMAx494,09-05-2022,Gibbiko Kim,ทุกอย่างมันรุมเร้า อะไรก็ไม่เป็นใจ 5 ชอบความที่พี่ๆน้องๆทุกคนซัพพอร์ตพี่เอกเต็มที่มาก ดันหลังสุด น่ารักจริงๆ ที่สำคัญไลฟ์นี้พี่เอกเป็นเป็ดทุกตา!! ล้าน%
FS2UrMAx494,09-05-2022,Nungning Yammy,เป็นเป็ดไม่พักเลยนะคะอีพีนี้ >ท่าน รมต. เอ็นดูวคุณเค้านะคะ ทำทุกวิถีทาง
FS2UrMAx494,09-05-2022,Thananan Boontao,%ของพี่อาร์ม 80/100 😂😂
FS2UrMAx494,09-05-2022,Prin0_0cess,เป็นห่านทั้งสตรีมก็คอนเท้นละนะน้องว่า5
FS2UrMAx494,09-05-2022,Tanapron ning,เป็ดจริงๆเป็ดที่รอคอยมานาน558997800767889
FS2UrMAx494,09-05-2022,Nueng Anurak,มีเม้นไหนเชื่อได้บ้างว่าเป็นเป็ดจริงๆ5
FS2UrMAx494,09-05-2022,Pachitaaa,❤
FS2UrMAx494,09-05-2022,Furemu Charlie,โอ้โห สตรีมนี้พี่ได้เป็นแต่เป็ดชื่อแด๊งแดง ไม่แบ่งคนอื่นเลย เหมาทั้งสตรีมปาดแปร๊ดๆ 5 ดูย้อนจบแล้วสนุกมากขอบคุณที่มาสตรีมนะคะ
FS2UrMAx494,09-05-2022,Janejira,เอ็นดูความถูมือรอเป็นเป็ดจัง
FS2UrMAx494,09-05-2022,April A,2:27:56 ก้า “พี่เอกแต่งตัวไรเนี่ย” พี่เบส “บอกได้เลยว่า ตัวระเบิด” เก็บไว้ดูเอง ตลกก5
FS2UrMAx494,09-05-2022,Yingrak Sangrak,สุดจัดเป็ดทุกตาเลย
FS2UrMAx494,09-05-2022,madememind,เป็ดเกมส์นี้คือ MVP สุดละ5ุ
FS2UrMAx494,09-05-2022,Baitoey Suphit,เดาข้อสอบกาหลบข้อถูกจ้า
FS2UrMAx494,09-05-2022,Gummy Bear,เอ็นดูว 
FS2UrMAx494,09-05-2022,pcn pcn,1:47:47 พี่เต้นัวแบบไม่รู้ตัวว5
FS2UrMAx494,09-05-2022,sapartsorn s.,สุดยอดเลยอ่ะ เอาไอดีไปขายไหม เป็ดทุกตาเลยพี่
FS2UrMAx494,09-05-2022,Chuugar,โอ้ย สงสารมากวันนี้5 HBD ค่าพี่เอก5
FS2UrMAx494,09-05-2022,Pondก Pichetpongก,ผมรอ FIFA19พี่อยู่นะครับ
FS2UrMAx494,09-05-2022,Rxngg,สู้ชีวิตสุดๆ5
FS2UrMAx494,09-05-2022,one piece,เป็นเป็ดจิงๆเป็นเยอะเกิน
FS2UrMAx494,09-05-2022,Sucha Mani,1 ศพถ้วน 😂แต่ต้องขอบคุณพี่ลี่ จินนี่ของตาเอก
FS2UrMAx494,09-05-2022,plathu,แม้งเอย 5
FS2UrMAx494,09-05-2022,littlel2al3l3it,ขอบคุณที่มาสตรีมค่าพี่เอก อ่านเม้นต์แล้วตลกอ่ะ โอ๊ยเนาะ
FS2UrMAx494,09-05-2022,imm imm,โดนแกงแล้ว+1🤣
FS2UrMAx494,09-05-2022,MK3.1_ນາງ ລີນ້າ ວົງນະສັກ,2:48:59 สิ้นหวังมาก5
FS2UrMAx494,09-05-2022,JOKER!,คู่รัก เอก-แพตตี้ คือบ่ ได้เลยคู่รักทีไรอนาถาทุกที ไม่มีข้ามสายพันธุ์ แถมไม่โดนฆ่า ก็ โดนระเบิดตายทุกรอบ 56565568
FS2UrMAx494,09-05-2022,susudiwa,สุดยอดเป็ด สสวกนะค้าบเพ่กของนุ <3
FS2UrMAx494,09-05-2022,Sarawalee Kiatphichaikul,2:03:03 ขำตรงนี้มาก กูไปเรียนดรัมเมเยอร์ ทำทุกอย่างก็เพื่อพี่5
FS2UrMAx494,09-05-2022,อรพินท์ ประจบดี,HBD ย้อนหลังค่ะ🫂🫂🤟🤟🤗
FS2UrMAx494,09-05-2022,Preawproun Aueafueaphan,สุดยอดเป็ดทุกตา
FS2UrMAx494,09-05-2022,ถังแป้ง,เอ็นดูมากๆเลยพี่5
FS2UrMAx494,09-05-2022,Happy Tenny,3:25 เป็นต้นไป พี่เอกทำเสียงเหมือนพี่กิตมาก5
FS2UrMAx494,09-05-2022,Happy Tenny,อ้ยเอ็นดูวชื่อสตรีม🤲🏻💖
FS2UrMAx494,09-05-2022,Natasha J,Happy birthday นะพี่เอกดวงดีจริงๆพี้5
FS2UrMAx494,09-05-2022,Dande - Lion,มาดูย้อนแล้วโดนแกง เชื่อทั้งใจว่าพี่เอกเป็นเป็ดจริงๆ หลอกกันทั้งชื่อสตรีมทั้งคอมเม้น😹
FS2UrMAx494,09-05-2022,Liszu,ในวันที่คิดว่าทำไมเราซวยงี้วะ จะมาเปิดคลิปนี้ดูเพื่อเป็นกำลังใจให้ตัวเองว่ายังมีพี่เอกที่ซวยกว่า สบายใจละ เคๆ
FS2UrMAx494,09-05-2022,Toddiezz,สุขสันต์วันเกิดของคน อ.อ่าง ย้อนหลังค้าบ😚🎉🎊  ถึงจะไม่ได้เกิดก็เถอะ5
FS2UrMAx494,09-05-2022,Warinya_ Whr,พี่เอกเป็นเป็ดทุกตาเลยย เหลือจะเชื่ออH.B.D. น้า
FS2UrMAx494,09-05-2022,Max Lv,ไอ่กายโหวตแต่พี่เอก
FS2UrMAx494,09-05-2022,Ms. Yummy,จุดแข็ง สตรีมเก่งจุดอ่อน ไม่ได้เป็นเป็ด
FS2UrMAx494,09-05-2022,ZsawL J.,3:19:58 อุตส่าห์ได้เล่นแล้ว5 ชีวิตสู้พี่กลับแรงมากนะ โอ๋ๆนะพี่5
FS2UrMAx494,09-05-2022,saisinapa chanwong,เพราะพี่เอกเป็นคนสร้างห้องแล้วเป็นคนแรกของห้องหรือป่าวคะ พี่เอกถึงได้เป็นเป็ดทุกตาขนาดนี้ พี่เอกลองสร้างห้องเสร็จพอมีคนเข้ามาพี่เอกก็ออกแล้วเข้าห้องอีกรอบเข้าห้องคนหลังๆได้เป็นเกือบทุกคนเลยยกเว้นพี่เอก ขอบคุณค๊าฟ
FS2UrMAx494,09-05-2022,xz jpeachy,พี่เอกไม่เคยสงสารใครเท่านี้มาก่อน ‪5‬5 โอ้ยขำไม่ไหว
FS2UrMAx494,09-05-2022,beannie hearts,สุขสันต์วันเกิดค่ะพี่เอก มาช้าเลย น้องไปติดเกมอยู่ 5 ขอให้พี่มีความสุขมากๆ ขอบคุณที่เกิดมานะคะ พี่เอกสุดยอด!
FS2UrMAx494,09-05-2022,KinoTH Gamer,2:16:56 ชอบสุดละ
FS2UrMAx494,09-05-2022,นายคํา รั๊ย,คนดีอยู่วงการนี้ไม่ได้นะนายอาร์ม5
FS2UrMAx494,09-05-2022,realtana 1,เป็นเป็ดสามรอบ ตายครบสามรอบ 5
FS2UrMAx494,09-05-2022,tunny,พี่เอกยังทำเควสเป็นปะเนี่ย โคตรสุด
FS2UrMAx494,09-05-2022,Girly Gamer2166,พี่เล่น poppy playtime หน่อยค้า
FS2UrMAx494,09-05-2022,Crown Flower,พี่เอกคือสุดยอดเป็ดโดด!
FS2UrMAx494,09-05-2022,realtana 1,ชั่วโมงที่สามพี่เอกตายอะ นี่ขำจนเจ็บท้อง 5
FS2UrMAx494,09-05-2022,Hanabiツ,1:47:39 พี่เต้นัวแล้วว5
FS2UrMAx494,09-05-2022,wonder PK,บอกได้คำเดียว ต้องทำบุญแล้วพี่
FS2UrMAx494,09-05-2022,Ssstpor__,สุขสันต์วันเกิดนะคะพี่เอก ขอให้เป็นปีที่ดีของพี่เอกน้าา ติดตามตลอดไป!
FS2UrMAx494,09-05-2022,Meaw _1995,เป็นคนที่ทำเลวไม่ขึ้นจริงๆ ผู้ชายคนนี้ 5 ได้เป็นเป็ดก็ไม่เคยได้ฆ่าใคร 
FS2UrMAx494,09-05-2022,hxppy n,ลองเอาโรลที่เป็นบ่อยๆออกให้หมดเลยไหมคะ5
FS2UrMAx494,09-05-2022,MIKAREY,เม้นแกงมาก;-;
FS2UrMAx494,09-05-2022,Mayy_ AK,เป็ดทุกตาแบบไม่ต้องสงสัย😆
FS2UrMAx494,09-05-2022,แตงกวา,เป็นเป็ดบ่อยจนน่าสงสาร 5
FS2UrMAx494,09-05-2022,KiritoKunZ2022,2:19:27 ชอบจังหวะ อ่าว อันนี้มาก 5
FS2UrMAx494,09-05-2022,Tm_JK Jizz,เป็นวันเกิดที่ไม่มีอะไรได้ดั่งใจ5565
FS2UrMAx494,09-05-2022,MO,💗
FS2UrMAx494,09-05-2022,AFcRVR,หน้าปกโคตรปั่น 5
FS2UrMAx494,09-05-2022,Toey toey,โห ฆ่าโหดมากพี่ เป็นเป็ดทั้งเกมเลยย
FS2UrMAx494,09-05-2022,พิมพ์ลฎา ศิริพิมุกต์,HBD ขอให้พี่เอกมีความสุขมากๆนะคะ ขอบคุณที่พี่คอยสร้างความสุขให้เสมอ ขอให้มีสปอร์นเซอร์เข้าเยอะๆเลยนะค้า🎂🎉❤️
FS2UrMAx494,09-05-2022,Oraya is a Oraya,และแล้ววันนี้ก็มาถึง วันที่พี่เอกเป็นโรลเป็ดทั้งสตรีมดุเดือดเลือดเป็ดมากพี่ วู้เย้ๆ
FS2UrMAx494,09-05-2022,AAA,HBD ย้อนหลังนะคะพี่เอก น้องดูสตรีมย้อนหลังแล้วน้ำตาไหลเป็นสายเลยค่ะ ถ้าใครอยากรู้ก็คงต้องดูสตรีมนี้ให้จบแล้วหละนะว่ามันเกิดอะไรขึ้น น น น  น  น น  น  น  น~  สนุกกว่าทุกสตรีมเลยอ่ะบอกให้ 😂
FS2UrMAx494,09-05-2022,POR SCHE,เจ้าของวันเกิดพี่เอก=ตายรัวๆพี่เอส=เป็นเป็ดรัวๆ
FS2UrMAx494,09-05-2022,영기홍홍,ได้สนุกอยู่เเค่แปปเดียว เเล้วทุกอย่างก็โดนพรากก! 5
FS2UrMAx494,09-05-2022,SJB TER,เราว่าถ้าพี่เอกอยากเป็นเป็ด ต้องทำเควสให้เสร็จในแต่ละรอบนะ 😅
FS2UrMAx494,09-05-2022,No Name for now,Bad day มากๆพี่เหยก 5 สู้ๆนะ
FS2UrMAx494,09-05-2022,หยั่มมา 'ทัช',อายุ25กะงี้แหละพี่​ เลยเป็นแต่เป็ด
FS2UrMAx494,09-05-2022,Little Whale,ฉันเกลียดนกอ้วน 5 โคตรน่ารักอะแต่ละคน
FS2UrMAx494,09-05-2022,Beammy,21:07 พี่เบสเรียกแทนตัวเองว่าเบส โง๊ย พีเต้ก็คือเขิลไปแล้ว5
FS2UrMAx494,09-05-2022,Monster N11,เอาว้า เป็นเป็ดเอาเรื่องอยู่นะพี่เอก
FS2UrMAx494,09-05-2022,ลุงไข่ตุ๋น,น้ำตาไหลพราก😂 คนดีแบบ300%
FS2UrMAx494,09-05-2022,40 Phak-aingsumon,สุขสันต์วันเกิดนะคะพี่เอก ก้าวเข้าสู่เลขสามแล้วขอให้เป็นสามสิบปีที่มีความสุขมากๆนะคะ สุขภาพแข็งแรงเน้อ 🥳🎉
FS2UrMAx494,09-05-2022,ᴘʟᴇɴɢ,เพราะพี่เอกเป็นหัวห้องหรือเปล่า
FS2UrMAx494,09-05-2022,Autjima Rattamanee,เอ็นดูความไม่ได้เป็นเป็ด แล้วสั่งเป็ดฆ่าห่าน 5
FS2UrMAx494,09-05-2022,Sirawan Sapprasoet,รับบทเป็นเป็ดธรรมดาท่านหนึ่ง 5
FS2UrMAx494,09-05-2022,ᴘʟᴇɴɢ,สวสัยต้องเพิ่มโล โด้ท้าดวล โลโควิด
FS2UrMAx494,09-05-2022,AEzanj46,คู่รักนักพจญภัยชาวแคนาเดี้ยนทรงสืบ
FS2UrMAx494,09-05-2022,Bharameeporn Aom,Tanny ม้ามืดจัดมาไม่ไหว้แถมชนะเกมแรกอีก อย่างสีเหลืองต้องแทนนี่เลยอ่ะ
FS2UrMAx494,09-05-2022,My Prikibooboo,Happy birthyears ค้าบ🎂💖
FS2UrMAx494,09-05-2022,ศักดิ์สิทธิ์ ปั้นแตง,เอ่อ  อืมนั้นแหละ  ตามนั้น
FS2UrMAx494,09-05-2022,Tanarat Punnual,ก็ตกใจอยู่ ทีมดูย้อนหลัง อ่านแม้นรอโดนปั่นเลย5
FS2UrMAx494,09-05-2022,Z Pangzpond,อ่านคอมเม้น ละก็ดู ละมาอ่านคอมเม้นอีกที 5 อืมรู้เรื่อง
FS2UrMAx494,09-05-2022,Wannisa Dangboot,HBDคะคุณเอก มีความสุขมากๆนะคะ ขอบคุณที่สร้างความสุขรอยยิ้มให้ ในวันที่เหนื่อยจากงาน รู้สึกดีมากๆคะ
FS2UrMAx494,09-05-2022,ไปละ ไปเรื่อย CHENNAI,อยากให้พี่เอกเล่นเกมส์ no snake hotel ครับ ดันๆๆ
FS2UrMAx494,09-05-2022,DONt BE SCARED,3:16:56 อย่างฮา แชทแม่งมีแต่พี่กายมีมิค พี่กายแน่ๆ พี่กาย พี่กายชัวร์ MEGA BRUH เฉลยมาก็เนียนโอ๋พี่เอกไปดิ ผมอ่ะเชิ่อใจพี่กายอยู่แล้ว เพราะพี่กายรักคุณยาย
FS2UrMAx494,09-05-2022,NongTar,1:11:53 พี่อามทำผมรั่วเลยย ไม่ได้ขำแบบนี้มานานแล้ว55
FS2UrMAx494,09-05-2022,Mean Ny,พี่เอกเป็นคนไม่ดีไม่ขึ้น พี่เอกต้องเป็นคนดีแบบ99.99%
FS2UrMAx494,09-05-2022,긴 ㄴㄱ,HBDย้อนหลัง ขอให้เป็นปีที่มีความสุข สุขภาพแข็งแรง ได้กินของอร่อย ไปเที่ยวพักผ่อน และเป็นอีกปีที่ประสบความสำเร็จนะคะ❤️
FS2UrMAx494,09-05-2022,WIW EIEI,วันนี้สีแดงเค้ามาแรง แต่ถามว่าแดงไหน สรุปคือแดงแคท ไม่ใช่แดงนิ้ง
FS2UrMAx494,09-05-2022,waraporn khamtas,เป็ดจริง เป็ดทั้งคลิป โห สุดมาก ทำลายทุกสถิติเลยพี่อาร์มนะ5
FS2UrMAx494,09-05-2022,WIW EIEI,ตาเอกอุตส่าได้เป็น 5 โดนหินกลิ้งทับ โคตรฮา 5
FS2UrMAx494,09-05-2022,nuninena,Stream of the month! เหมือนจะได้เป็นเป็ดเผื่อไปอีกสิบตาข้างหน้าเลย พี่เอกใช้แต้มบุนหมดหรือยัง 😂
FS2UrMAx494,09-05-2022,PINKPLOY K,ได้เป็นเป็ดเต็มอิ่มสมใจพี่เอกล้า อีพีหน้าขอเป็นห่านบ้างนะพี่ เป็ดเยอะเกินไปดูไม่หมดละ
FS2UrMAx494,09-05-2022,Mix Suparerk Sawangduen,ตั่งแต่ดูมา ครั้งนี้เป็นเป็ดเยอะที่สุดแล้ว แทบจะทุกตา
FS2UrMAx494,09-05-2022,Your Mysxn,สงสารพี่เอกอะ5 อยากเป็นห่านก็ไม่ได้เป็น มีแต่เป็ด5555555
FS2UrMAx494,09-05-2022,Karuay k_m,2:52:41 ช็อตนี้คือ คู่รัก หักหลังกันเองได้ยังไง5
FS2UrMAx494,09-05-2022,hxppy n,ต้องเปลี่ยนเป็นชื่อ HEARTHACKER ละแบบนี้ คนอะไรแฮคเกม ได้เป็นแต่เป็ด
FS2UrMAx494,09-05-2022,Tanyasirin Kiamkarn,H.B.D.ย้อนหลังค้าบพี่เอก ถึงจะอวยพรแล้วแต่อยากจะย้อนหลังอีก🐡❤️🎂หนูพึ่งสังเกตุว่าเกิดวันเดียวกันของพี่เอก8 พ.ค.ของหนู 8 ก.พ.😍😍
FS2UrMAx494,09-05-2022,SEE YOU AGAIN YESTERDAY.,nan
FS2UrMAx494,09-05-2022,namaekoy,1:12:03 อันนี้ขำค้างจริงไม่ไหว5
FS2UrMAx494,09-05-2022,Karuay k_m,พี่เอกคือ เด็กไม่ได้เล่นของเล่นจริงๆอะ 5 พี่ๆเลยมาช่วยกันดูแลตามใจ
FS2UrMAx494,09-05-2022,AAangang Sima,ขนาดอ่านเมนต์ว่าเป็นเป็ดทุกรอบยังไม่อยากจะเชื่อเลย 5
FS2UrMAx494,09-05-2022,P,โอ๋ๆนะพี้ ชีวิตมันก็งี้แหละ5
FS2UrMAx494,09-05-2022,VAwaan Diaries,14:33:32 แค่ช่วงเวลาหนึงเท่านั้น 5
FS2UrMAx494,09-05-2022,Nong,เล่นครั้งหน้าพี่เอกลองให้คนอื่นเป็นโฮสบ้างไหม เพื่อจะได้เป็นเป็ดบ้างปล.ชุดหางไก่สวยจังพี่ หนูอย่างชอบ
FS2UrMAx494,09-05-2022,noeibemoon,แล้วคือเรามาดูย้อนหลังก็ตกใจทำไมพี่เอกเป็ดทุกตา อ่อ 😔
FS2UrMAx494,09-05-2022,โอนิจัง卬,43:30 พี่โปเต้ๆผมอยากทำแบบพี่บ้างอะ5
FS2UrMAx494,09-05-2022,ooo ok,ความมาดูย้อนหล้ง แล้วคิดว่าเป็นเป็ดเยอะมาก5
FS2UrMAx494,09-05-2022,JTR,เป็นเป็ดอย่างบ่อย แม้งเอย
FS2UrMAx494,09-05-2022,Oregano,เป็ดเยอะจุใจมากค่ะ น่าจับทำเป็ดย่างสักตัว565565
FS2UrMAx494,09-05-2022,Op Po,ติด1ในมาเเรง
FS2UrMAx494,09-05-2022,โดนแกงอีกแล้วง่ะ,เป็ดของจริง!
FS2UrMAx494,09-05-2022,ก อ,ทุกคนสปอยพี่เอกสุดๆ ทั้งน้องๆพี่ๆร้อนในนกอ้วน 5
FS2UrMAx494,09-05-2022,sornlasa,1 ในแมลงเอาหว่า
FS2UrMAx494,09-05-2022,Noey Naksingh,ชอบความสปอยตาเอก5
FS2UrMAx494,09-05-2022,Minibear,ฉันล่ะชอบความสามัคคีชาวร้อนในมากเลย 🥹🥲
FS2UrMAx494,09-05-2022,Kitiyada Kalamek,2:52:41 ความโยนระเบิดให้คู่ตัวเอง ตายคู่!
FS2UrMAx494,09-05-2022,Chostarz ii,นี่ดูย้อนหลังยัง..ผู้พัฒนาต้องพิจารณาแล้วนะคะว่าทำไมพี่เอกได้เป็นแต่เป็ด สตรีมนี้คือพี่เอกเป็นคนไม่ดีแบบ 800% เป็นคนไม่ดีแบบสุด  เป็นเป็ดจนงง เดี๋ยวปาดคนนู้น โทษคนนี้ ลากศพไปซ่อน นิสัยไม่ดีนะเราอะ
FS2UrMAx494,09-05-2022,Osata Vi,สตรีมนี้สนุกมาก หัวเราะเกือบตายตอนดูสตรีมสด ความเป็ดพี่เอกนี่มันรุมเร้าจริงๆ5
FS2UrMAx494,09-05-2022,Kanyanat Rungrueng,พี่ลี่น่ารักจัง เป็นนักฆ่าให้พี่เอก😂
FS2UrMAx494,09-05-2022,Mayzagamer TV,HBD ครับพี่เอก & พี่เอสขอให้มีความสุขมากๆนะ <3
FS2UrMAx494,09-05-2022,M'ean alasshi Minamoto,ไหนเป็ด มีแต่คนบอกว่าเป็นเป็ดเยอะ ฉันดูไปแล้ว 
FS2UrMAx494,09-05-2022,KK K,คอนเทนท์ ชอตปิดกัน ขัดขวาง แย่งซีน ขโมยซีน นี้เยอะจัด5 น้องๆนี่
FS2UrMAx494,09-05-2022,Awesome J,มาดูกันเยอะฟนะคะ เกมดีมีคุณภาพ พี่เอกเป็นเป็ดทั้งสตรีมเลย
FS2UrMAx494,09-05-2022,Kitiyada Kalamek,ตัดไฮไลท์จนถึงวันเกิดปีหน้า หน้าม้าพี่เอกเยอะมาก
FS2UrMAx494,09-05-2022,Patty Tee,เป็นเป็ดขนาดนี้ตายแล้ว คนอื่นไม่ต้องเล่นกันแล้วอย่างงี้ วันนี้มันวันของพี่จริงๆ สุดยอด!! 😅😂
FS2UrMAx494,09-05-2022,khawpao _,แฮปปี้เบิร์ดเดย์ร้อนหลังนะคับ 🫶
FS2UrMAx494,09-05-2022,Aungsumaree Pat'ty,โอเคร โดนช่องแชทแกงรัวๆ 
FS2UrMAx494,09-05-2022,PARJAREE P.,สุขสันต์วันเกิดนะคะพี่เอก 😍
FS2UrMAx494,09-05-2022,ragmamung,HBD ครับพรี่เอ๊ก🎂
FS2UrMAx494,09-05-2022,Pariyachut Kwali-u,คำว่าสมดุลของพี่ในเกมนี้มันอยู่ตรงไหน 5
FS2UrMAx494,09-05-2022,SnowPrince040,ทีมย้อนหลังรายงานตัว
FS2UrMAx494,09-05-2022,PIRUNYA TONSAKULDEACH,โหดจัดเป็ดทุกตา
FS2UrMAx494,09-05-2022,littlepownies ,แก๊งค์นี้รับรู้ได้เสมอเลยว่าน้องๆรักพี่เอกมากจริงๆ เอ็นดู5 HBD นะค้า พวกเราก็รักเพ้ก
FS2UrMAx494,09-05-2022,Chawarut Choklapsiri,แฮปน้าเพ่เอกก❤️
FS2UrMAx494,09-05-2022,14 ขวัญฤทัย มูลนานเที่ยง,คนที่เพิ่งมาดูย้อนหลังคือโดนแกง..โดนแกงตั้งแต่ในเพจแล้วมาโดนเม้นแกงอีก
FS2UrMAx494,09-05-2022,สุภาพรณ์ พุ่มพวง,พี่เอกสุขสันต์วันเกิดครับเสียดายผมมาไม่ทัน
FS2UrMAx494,09-05-2022,emaemi,เป็ดทั้งสตรีม5 มีห่านแค่ตาเดียวแถมไม่ได้เล่นอีก สงสารร5
FS2UrMAx494,09-05-2022,Ploy pastellL,พี่เอกเป็นเป็ดเยอะจริงค่ะตอนดูคือแปลกใจมากที่พี่เป็นเป็ดทุกตาเลย แล้วคือทุกคนสปอยพี่มากๆหมายถึงแชทสปอยพี่มาก5
FS2UrMAx494,09-05-2022,aoon ch,โรลเป็ดเยอะ จนได้เล่นแต่เป็ด ว้าแย่เลย 5 เป็ดขาวจั๊ว
FS2UrMAx494,09-05-2022,Nardear KRS,"ถ้าใจเราเป็นเป็ด เราก็เป็นเป็ด เป็ดตั้งแต่ชื่อสตรีม ,Time Stamps และ comments 5"
FS2UrMAx494,09-05-2022,Chompunut Sertsungnoen,ชีวิตน่าสงสารไม่ไหว5
FS2UrMAx494,09-05-2022,Only G.Online,2:52:42 ช็อคมากตอนเป็นคู่รักกับแพท แล้วเอาระเบิดยัดมือแพท 5
FS2UrMAx494,09-05-2022,됴뚜뚜,เอ็นจอยมากวันนี้มีพี่เอสผู้เกิดวันเดียวกันและท่านรัดมนตรี
FS2UrMAx494,09-05-2022,สุภาพรณ์ พุ่มพวง,มาเเว้วสตรีมนี้ดวงโครตสุด
FS2UrMAx494,09-05-2022,football joke,FC 9ทุน ว่าที่ รมต. ค้าบ5
FS2UrMAx494,09-05-2022,Nattarinee Kantawang,Happy birthday พี่เอก เย้🎂✨👏
FS2UrMAx494,09-05-2022,JJJAJAR WARISARA,0:00:00 - 3:53:54 เป็ด
FS2UrMAx494,09-05-2022,Takkie F. Rangoes,ปกติคนชื่อ.อ่างจะเป็นเป็ดบ่อย อย่างพี่เอส พี่เอฟ พี่อาร์ม เป็นอย่างบ่อย แต่พี่เอกนี่สิ
