Source,Date,Author,Comment
FS2UrMAx494,09-05-2022,Scarlett,อยากรู้ค่ะว่าพี่อาร์มสตรีมที่ไหนหรอคะ ขอช่องการติดต่อของพี่อาร์มหน่อยค่ะ ใครมีมั่งง่า
FS2UrMAx494,09-05-2022,FAIRY,โห้~พี่เอกเป็ดทั้งสตรีมเลย~~
FS2UrMAx494,09-05-2022,ß. Domesticus,เป็นบ่อยมากครับ หมายถึงท่านรมต. 
FS2UrMAx494,09-05-2022,THISFORME,พี่อามเป็นเยอะกว่าพี่เอกทุกอีพีที่เล่นมากอีก5
FS2UrMAx494,09-05-2022,Thunyarut Naruethat,HBD ย้อนหลังน๊าพี่เอก ต่อจากพี่เอกเมื่อวานวันนี้ก็วันเกิดเรา 20 ปีบริบูรณ์แล้ว~
FS2UrMAx494,09-05-2022,rinnyu801,3:33:43 อย่างฮาพี่เษม ว้ายตายแล้ว เป็นเป็ดได้ไงเนี่ย 5
FS2UrMAx494,09-05-2022,คุยไม่ เก่งนะ,EPนี้พาขำทั้งคลิปจริงๆไม่ไหวละ5
FS2UrMAx494,09-05-2022,Zeek Leopard,คนดีเป็ดคุ้ม 🦆
FS2UrMAx494,09-05-2022,Cherishedblue,2:59:34 จินนี่จ๋า but พี่ลี่ version3:01:31 เรียบร้อยครับจินนี่จ๋า ไปแล้ว1โสร่ง3:05:10 โสร่งที่23:06:02 จินนี่ลากได้5 + จินนี่กล้าทำตามคำขอ “อยากเกิดวันนี้คนเดียว”3:09:18 จินนี่ปาดนายจ้าง 3:10:04 dying message จากนายจ้าง3:10:40 จินนี่รับสารภาพ
FS2UrMAx494,09-05-2022,AyaPiEN,หูย สุดยอดอ่ะพี่ เป็นเปิดรัวๆไม่แบ่งใครรับวันเกิดเลย ได้เล่นยาวไม่เคยเป็นไอต้นเกม ใช่ฮะ เราหมายถึงพี่เอ-.(แค่กๆ) พี่เอกยังไงล่า 5
FS2UrMAx494,09-05-2022,Pinnaphat Jib,HBD เอก & เอส ค่า 🎉 เลข 3 ก็ไม่ได้น่ากลัวอะไร วัยกำลังโตแหละ  มหากาพย์เป็ดสนุกมาก 
FS2UrMAx494,09-05-2022,Meili Napatsawan,แฮปปี้เบิร์ดเดย์นะค้า
FS2UrMAx494,09-05-2022,Vpadampadam,เป็นเป็ดทุกรอบเลยพี่เอกกโหวันนี้พี่นายอาร์มเพิ่งเล่นไม่ได้เป็นสักรอบ
FS2UrMAx494,08-05-2022,พร้อมบิด ครับ,อยากเห็นพี่เล่น ghost white tokyo ครับพี่หน้าจะชอบก่อนแนวนี้
FS2UrMAx494,08-05-2022,Kochaporn,เป็ดทั้งวัน
FS2UrMAx494,08-05-2022,DONt BE SCARED,พี่อาร์มกู5
FS2UrMAx494,08-05-2022,C,เป็ดทั้งสตรีมเลย ดูพี่เอก ฆ่าสนุกมากไ
FS2UrMAx494,08-05-2022,Narciss.,5:30 แฮปพี่เอสปีนี้41(?)14:30 ซอสแม็กกี้และคอห์ของพี่เอก41:30 พี่โปเต้เป็นโดโด้แล้วชนะซะงั้น1:42:00 นี่แหละความลับของผม ผมไม่เคยทำเควส2:17:30 พี่เอกเปลี่ยนสีแต่ก็ยังไม่ได้เป็น3:15:20 พี่เอกเป็นเป็ดซักที!!3:32:50 ทุกคนช่วยโหวตโดโด้
FS2UrMAx494,08-05-2022,ChronoJudge(Qinter),ตาแรกๆท่าน รมต. นอนไปคุยกับรากมะม่วงเร็วมาก
FS2UrMAx494,08-05-2022,• myHeart •,โรลเพลย์น้องน้ำ 2:03:03 By
FS2UrMAx494,08-05-2022,ภาคิน,ผมว่า พี่ควรไปทำบุญล้างจวย😂 ทุกอย่างโดนปิดกั้น
FS2UrMAx494,08-05-2022,LalaLa,เกินปุยมุย ตะเอกเล่นเป็ดเยอะมาก สุดยอดไปเลย แต่โชคแบบนี้เอาแค่ในเกมพอเนอะนอกจากพี่ไปน้องๆจะช่วยกันสปอยแล้ว เหล่าร้อนในนกอ้วนก็สปอยตะเอกไม่ต่าง ขออะไรได้หมด 
FS2UrMAx494,08-05-2022,ศรีมูล โครตชัยยา,ชอบดูพี่เอกและเดอะแก๊งเล่นเกมนี้มากๆ เพราะมันฮา สนุก ตลก ลุ้น ครบรสจริงๆ ไลฟ์ทีไรก็ดูตลอด ไม่พลาด ไม่ทันไลฟ์ก็จะดูย้อนหลังตลอด ชอบมาก
FS2UrMAx494,08-05-2022,Vante_VM,เพราะวันเกิด น่าจะมีคนอวยพรให้พี่ได้เป็นเป็ด เลยเป็นเยอะขนาดนี้ ขอบคุณพี่เอกที่มาสตรีมคับ❤
FS2UrMAx494,08-05-2022,มือใหม่หัดcover channel,ได้เป็นเป็ด573 เกมสมพรปากพี่ตอนต้นสตรีมจริงๆค่ะ5😂เกินไปๆสสวก.นะคะพี่เอก🎉🎉🎂🎂🍰
FS2UrMAx494,08-05-2022,Sign P.R.,เป็ดทุกตา อเมซิ่ง  ก๊อดออฟดักแล้วอย่างงี้ ที่อวยพรไปมันได้ผลจริงๆ สุขสันต์วันเกิดพี่ลูกดอก 
FS2UrMAx494,08-05-2022,FaFern FY,พี่เอฟก็เป็นรัวๆไม่พักเลย
FS2UrMAx494,08-05-2022,Kancharath B.deesing,ได้เป็นเป็ดทุกเกม 😂
FS2UrMAx494,08-05-2022,Panchanok Methapatara,แต่ละเม้นอย่างปั่น 5
FS2UrMAx494,08-05-2022,MJ ฺBuakhaw,นี่มัน คนดวงเปิด เป็ดอะไรเยอะขนาดนี้
FS2UrMAx494,08-05-2022,Ddarun l,เป็ดทั้งคลิปอะ  มากับดวงจริงวันนี้ 
FS2UrMAx494,08-05-2022,Pannyjang❤️,ขนาดเปลี่ยนทั้งสีทั้งชุด ยังได้เป็นเป็ด ดวงดีฉุดไม่อยู่แล้วครับคนๆนี้👍🏻👍🏻🥳🥳🤭🤭
FS2UrMAx494,08-05-2022,Kanjana S.,ตั้งแต่ 3:46:12 ไปจนจบคลิป คือฮาสุดแล้ว ขำจนน้ำตาไหล อะไรจะซวยขนาดนี้ 5
FS2UrMAx494,08-05-2022,bellchan07,เป็นเป็ดทุกตาขังพี่เขาไม่ได้จริงๆ5​🤣 ตามชื่อสตรีมเลยย​และก็ขอบคุณที่มาสตรี​มนะคะ​❤️❤️
FS2UrMAx494,08-05-2022,Bunny Reiko,สุขสันต์วันเกิดนะคะพี่เอก 🎉🎂
FS2UrMAx494,08-05-2022,YamWang,HBD ครับพรี้🎉
FS2UrMAx494,08-05-2022,microLili.,HBDนะคะ
FS2UrMAx494,08-05-2022,ᴀꜱʜʟᴇʏx,แพทแฮปพี่เอกตลอดเลย กว่าจะเป็นเป็ด
FS2UrMAx494,08-05-2022,แพราา,ได้ยินเสียงร้องที่ถูกต้อง
FS2UrMAx494,08-05-2022,ชิมูย่า ย๊า,"เป็นไปตามชื่อสตรีมเมื่อคืน ""อยู่ๆก็อยากเป็นห่าน"""
FS2UrMAx494,08-05-2022,HaniiG,สุขสันต์วันเกิดนะคับพี่❤️ เป็ดสู้ชีวิต😆
FS2UrMAx494,08-05-2022,Salicky,ชอบคอมเม้นแต่ละคนอ่านเพลินเหลือเกิน 5
FS2UrMAx494,08-05-2022,จองอูนิยาม ผัวออกสาว,HBD.นะคะพี่เอกมีความสุขมากๆน้าน้องตะติดตามพี่ไปตลอดๆเลย เบิ้บบู❤️
FS2UrMAx494,08-05-2022,Pwil J.,พี่เอก เอาดี ลืมวิธีเล่นห่านแล้วป่าวเนี่ย เป็ดรัวๆเลยวันนี้
FS2UrMAx494,08-05-2022,poppyism,เป็นเป็ดไม่พัก ฆ่าโหดมาก เป็นวันเกิดที่โชคดีสุดๆ จริงๆนะทุกคน
FS2UrMAx494,08-05-2022,bestrockerr,สุขสันต์วันเกิดนะคะพี่เอก รักพี่เอกในทุกจักรวาล
FS2UrMAx494,08-05-2022,Nimman Napatra,พี่อาร์มๆ ดีใจมาก! คนนี้พี่เอก the savior!
FS2UrMAx494,08-05-2022,Vasabi,Hbd ย้อนหลังนะคะขอให้พี่เอกมีแต่ความสุข สุขภาพแข็งแรง ได้ทำสิ่งที่อยากทำนะคะ 5ถึงวันนี้จะโชคไม่ดีแต่ว่าขอให้เป็นวันที่โชคไม่ดีวันเดียวแล้วต่อไปก็เจอแต่เรื่องดีๆนะคะ always love u ❤️🫶🏻
FS2UrMAx494,08-05-2022,Mobile Studio,ผมที่ไม่ได้ดูไลฟ์แล้วมาดูย้อนหลัง เห็ยคอมเม้นก็นึดว่าจะได้เป็นเป็ดทุกตา ตื่นเต้น แต่พอดูไปเท่านั้นแหละ ._.
FS2UrMAx494,08-05-2022,sasimon youngprampree,GM ให้ของขวัญสุดพิเศษให้พี่เอกสินะ  เป็นเป็ดกดดด
FS2UrMAx494,08-05-2022,Meowz 0046,พี่เอกไลฟ์นี้คือร่างทอง ลาฮั่นโดยแท้ ขำทั้งคลิปไม่มีแผ่ว
FS2UrMAx494,08-05-2022,MaShiRoChan,ชื่อปกคริปตอนแรกไม่ใช่แบบนี้นิ 5+
FS2UrMAx494,08-05-2022,Leone •,อยากให้ทุกคนตัดผมบ๊อบหน้าม้าในเกมส์ตามตาเอก ท่าจะปั่นน่าดูตอนกายใส่แล้วตลกมาก  เอ็นดู ใดๆวันนี้ตาเอกเกลือสุด เป็นเอ็นดู
FS2UrMAx494,08-05-2022,sa lalala,สตรีมที่เป็นเป็ดเยอะที่สุดแล้วตั้งแต่แต่เล่นมาทั้งหมด14พาร์ท เกินปุยมุ้ยถามจริงจะร้องไห้
FS2UrMAx494,08-05-2022,mini_Boy 555,"ครั้งนี้เป็น""เป็ด""ทุกตาเลย โครตสุด!"
FS2UrMAx494,08-05-2022,Jarunee Maneejansook,โถ่.พี่❤️✨✌️
FS2UrMAx494,08-05-2022,SPGAMER,"2:52:42 ""พี่ทำทำไม"""
FS2UrMAx494,08-05-2022,Amai Whan,เป็ดคู่รักกับน้องแพท 2:52:37
FS2UrMAx494,08-05-2022,Nanuygai jakaira,โห โดนคอมเม้นแกงอ่านึกว่าเป็ดจริงๆ
FS2UrMAx494,08-05-2022,moonstone,ยอมใจความเป็นเป็ดทุกเกมส์ของพี่จิงๆค้าบ สุดยอดไปเร้ย 
FS2UrMAx494,08-05-2022,JR Rosie02,แมทสุดท้ายน้องขำแห้งเลย สงสารพี่😭 เหมือนโดนแกล้ง5
FS2UrMAx494,08-05-2022,Centy Caylo,Fcท่านรมต.ฮับ สนุกมากๆเลย
FS2UrMAx494,08-05-2022,Rawipa Longsa,HBDคับพี่เอก มีความสุขมากๆ ร่างกายแข็งแรงนะคับ ❤️
FS2UrMAx494,08-05-2022,Kay Jirakit,Happy birthday นาาพี่เอก🎂💖
FS2UrMAx494,08-05-2022,Angelevil,🎉จะบอกว่าจากที่พี่เหยกได้โรลเป็ดพี่เหยกเกมไวแค่ 3 ตาเองค่ะทู๊กค๊น🎉📌ตาแรกพี่แทนนี่โดนนัวออกแต่ก็จบเกมเพราะเป็นโดโด้ (Got dodo ของแท้เลอ)📌ตาที่สองพี่เหยกโดนหินทับใส่จากอุบัติเหตุที่พี่กายได้เผลอปล่อยหิน พี่ก๊ายย5📌ตาที่สามก็โดนพี่แพทฆ่าเพราะโดนเบลดเมลล์จากพี่เจมส์อีก(พี่เจมส์ is ผู้โชคดี) .ออมอ เกมวันนี้พี่เหยกโชคร้ายแค่ 3 ตาเองค่า(≧▽≦)
FS2UrMAx494,08-05-2022,player lose,HBD TO HRK 😊
FS2UrMAx494,08-05-2022,pcn pcn,|￣ ￣|| ' HRK เป็ด GOD '  ||_＿| \ (•◡•) / \ /  —— | | |_ |_
FS2UrMAx494,08-05-2022,Thitiporn Chaiwong,สุขสันต์วันเกิดนะคะน้องเอก💕
FS2UrMAx494,08-05-2022,pcn pcn,นอกจากน้องๆจะสปอยพี่เอกแล้ว ช่องแชทก็สปอยเก่งไม่แพ้กัน5
FS2UrMAx494,08-05-2022,PRA V NA,แค่อ่านเม้นก้ขำแล้วอะะ 
FS2UrMAx494,08-05-2022,sundae kaneshiro,1:44:40 พี่เอก hee hee boi
FS2UrMAx494,08-05-2022,Jack&Jones,แต้มบุญเป็นเป็ดลงมาที่คลิปนี้หมดแล้ว หลังจากนี้คือไม่ได้เป็นเป็ดอีกแล้วมั้งนิ5
FS2UrMAx494,08-05-2022,ไอแซคบ้านมุงติ,เป็นเป็ดบ่อยไปนะคะเนี่ยตานี้ฆ่าแบบใส่นัวมากๆเลอ
FS2UrMAx494,08-05-2022,Salmon,HBDนะคะพี่เอก
FS2UrMAx494,08-05-2022,No late,50:31
FS2UrMAx494,08-05-2022,Hel low World,หลังจากที่ดูจบจะบอกว่าช่องแชตว่านอนสอนง่ายมาก น่ารัก เป็นเด็กไม่ดื้อ5  แต่ep นี้สุดจิงเป็นเป็ดรัวๆเหมือนแฮกมาเลยพี่🦆🦆
FS2UrMAx494,08-05-2022,Dizuki,HBD นะงับพี่ลูกดอก อีกสิบปีผมจะกลับมาดูเม้นนี้ ตอนพี่40
FS2UrMAx494,08-05-2022,SANTAGLORYY,เข้ามาอ่านเม้นก็งงว่าพี่เอกเป็นเป็ดทุกตาเลยหรอ พอกดดู อ่อ5 เป็นเป็ดเก่งมาก
FS2UrMAx494,08-05-2022,Zucth,Arm ท่านนี้คือ ท่านรัฐมนตรีที่เราเข้าใจกันรึเปล่า?HBD ครับพี่ เพิ่งทราบ 5 เป็ดทุกตาทุกคลิปครับ 🤣วันนี้อาจจะไม่ใช่วันของพี่ วันหน้าก็อาจจะไม่ใช่วันของพี่ แต่จะรอคอยวันของพี่เป็นเพื่อนพี่นะครับ ❤
FS2UrMAx494,08-05-2022,Bongkot Chunhapinyokun,Happy Birthday นะคะพี่เอกคลิปนี้อย่างโหด ปาดรัวๆ ได้เป็นเป็ดอย่างบ่อย 
FS2UrMAx494,08-05-2022,up pee,มาอ่านคอมเม้นก่อนคือ คิดว่าเป็นเป็ดทั้งสตรีมจริง โดนแกง5 .จะไม่มาอ่านคอมเม้นก่อนละค่ะ🤣🤣
FS2UrMAx494,08-05-2022,Fyn_kx,เป็นแต่ห่านนี่นา โดนหลอก 5
FS2UrMAx494,08-05-2022,Chana Mz,ชอบมากค่ะ วันนี้พี่ดวงดีมาก เป็นเป็ดทุกตาเลย โคตรเจ๋งแจ๋ว
FS2UrMAx494,08-05-2022,NAME an-an,สุขสันต์วันเกิดอีกครั้งนะคะ 🤍
FS2UrMAx494,08-05-2022,Wimalin Pongpoonsin,เป็นเป็ดแทนไลฟ์อื่นๆแล้ว เยอะขนาดนี้
FS2UrMAx494,08-05-2022,Angel whan,✨ทีมดู+HBDย้อนหลังนะคะพี่ลูกดอก เจอแต่สิ่งที่ดี มีความสุขในทุกๆวันนะคะ อยู่เล่นเกมสนุกๆในแบบที่พี่ชอบเล่นเรื่อยๆไปน้า จะคอยเป็งคนซับพอร์ตแบบแอบๆไปอีกทุกๆปีเบยย 🎂🎉
FS2UrMAx494,08-05-2022,jqueen,เป็นของขวัญวันเกิดที่ดีมากค่ะ5 ขอบคุณที่มาสตรีมค่า02:17:15 พี่ลี่คือโคตรฮา03:14:23 ตานี้คือดีใจแทนพี่เอก
FS2UrMAx494,08-05-2022,Super Earth Channel,ดวงพี่เหยก สตรีมนี้ คล้ายๆ กับ ดวงของผม ตอนวันเกิดเลยครับ พี่เหยกเป็นเป็ดเยอะมากเลยครับ HBD ครับพี่เหยก 
FS2UrMAx494,08-05-2022,AOODY AooDxZymer,พี่ตงภูมิใจ ที่ได้เล่นเป็นห่านเถอะครับพี่เล่นเป็นเป็ดแล้วน่าสงสารสุด เพื่อนๆ ตามติดจนไม่ได้ฆ่าเบย ขนาดโดโดยังน่าสงสารเบย มาเป็นตอนที่ใครก็ไม่กล้าโหวต T^T/วันนี้ไม่ใช่วันจองพี่จริงๆ จะขำขรรมก็สงสาร
FS2UrMAx494,08-05-2022,THE Gang UFO,พี่จะไม่เป็นห่านเลยหรอพี่ ดวงดีเกิ๊นยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนยนน
FS2UrMAx494,08-05-2022,rxxxhh,คำเดียว ' ไ ม่ ไ ด้ เ ล่ น ' 🤣
FS2UrMAx494,08-05-2022,sydg Gvhf,HBD ค่ะ เป็นเป็ดคอยาวอย่างเยอะ เป็ดแดงก็มีแต่คอนเทนต์ โดโดก็อดในมัลติเวอร์สมหากาฬตลอดเวลาวันนี้สุดจริง พรุ่งนี้อย่าลืมไปทำบุญตักบาตร ถวายสังฆทาน อาบน้ำมนต์9วัด ทำบังสกุล ปล่อยนกปล่อยปลาปล่อยเต่า ให้ทาน ทำอาหารเลี้ยงเด็กกำพร้า ช่วยงานบ้านพักคนชราน่าจะทำให้ได้เป็นเป็ดมากขึ้น
FS2UrMAx494,08-05-2022,A PP,พี่เอกต้องเป็นห่านบ้างสิ! โอ้ย สตรีมนี้มีแต่เป็ด
FS2UrMAx494,08-05-2022,Noppakhun MYU,HAPPY BIRTHDAY ครับพี่เอกพึ่งว่างมาดูสุขภาพร่างกายแข็งแรงนะครับพี่เอกก
FS2UrMAx494,08-05-2022,Tiffanyy,วันนี้พี่เอกโคตรสุด! เป็นเป็ดทั้งไลฟ์อ่ะ คือเป็นคนเดียวเลยไม่แบ่งใคร พี่อาร์มที่เป็นห่านทุกตายังต้องขอให้เป็ดจากพี่เอกอ่ะคิดดู!!
FS2UrMAx494,08-05-2022,JP Jinzer,ตลกไทม์แสตมป์แบบจริงจัง 5 ทุกคนเชื่อฟังพี่เอกดีมาก ทำดีค่ะทุกคน 
FS2UrMAx494,08-05-2022,Happy MeowMeow,สุขสันห์วันเกิดห์นะพี่เอกห์
FS2UrMAx494,08-05-2022,day byday,น้องมาสายแต่สุขสันต์วันเกิดนะคะ ขอให้พี่เอกของนกอ้วนประสบความสำเร็จในทุกๆด้าน พบเจอแต่คนน่ารัก เป็นปีที่ดี มีความสุขมากๆนะคะ🤍🎂
FS2UrMAx494,08-05-2022,LungDuidui -ลุงดุ้ยดุ่ย,ไม่ไหวดูไว้ครึ่งนึงอีกครึ่งค่อยดูตอนกินข้าวพน
FS2UrMAx494,08-05-2022,Kai-mook,ขอบคุณที่เกิดมาบนโลกใบนี้นะตาเอก❤️🎂
FS2UrMAx494,08-05-2022,Siraphat Warasin,สปอยพี่เอกกันเก่งทุกคนเลย😂
FS2UrMAx494,08-05-2022,Jesse Mirror,ตั้งแต่หนูเล่นมายังไม่เคยเป็นเป็นทุกตาแบบที่พี่เอกเป็นเลย สุดยอดมาก ขอซื้อไอดีต่อเลยละกันอันนี้
FS2UrMAx494,08-05-2022,Google Comming,Happy birthday นะคะตาเหยกขอให้ปีนี้เป็นปีที่ดีนะคะ
FS2UrMAx494,08-05-2022,P. Prilin,พี่เอกเก่งอะ ก็เป็ดทั้งสตรีมไปเลยสิค่าดวงปังแบบอะไรก็ต้านไม่อยู่บอกเลย น้องดูสตรีมไปใจไป 🥲🫶🏻 
FS2UrMAx494,08-05-2022,R'rungkk,สุขสันต์วันเกิดค่ะพี่เอก
FS2UrMAx494,08-05-2022,PRAEWPP,เป็ดเยอะมาก สตรีมนี้มีแต่เป็ดไม่มีห่าน เรียกได้ว่าเป็ดทั้งสตรีม ดวงดีเกิ๊นคนอะไร ทำบุญวัดไหนคะ บอกบุญที 5 
FS2UrMAx494,08-05-2022,pim phich,เป็ดทั้งเกมเลย
FS2UrMAx494,08-05-2022,Fai Moo Naya,ความสุขเป็นคนดีนะคะ ความสุขไม่ใช่เป็ดร้ายย🥺🤣❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
FS2UrMAx494,08-05-2022,dawwadung,สุดเกิ้น เป็ดแบบ 300%
FS2UrMAx494,08-05-2022,Meow,พี่เอกเป็นเป็ดติดกันทุกตาได้ยังไง ดวงโคตรดี อยากเห็นเล่นโรลอื่นที่ไม่ใช่เป็ดต้องไปดูช่องอื่น พี่เอกเก่งมาก มหัศจรรย์ ศิวิไล ศิลปะ เลิศรส สร้างสรรค์ สุจริต มีวินัย ใฝ่เรียนรู้ คู่คุณธรรม
FS2UrMAx494,08-05-2022,Chaa Nitaa,ไม่ไหวจีงนี้5 อะไรจะเป็นเป็ดบ่อยขนาดนั้นอะ หมายถึงพี่นายอาร์มอะนะ อินดูพี่เอกมากแบบมาก 5 ทั้งขำทั้งสงสาร ไม่ไหวจีงจะรั่ว 5 แฮปนะคับรอบที่สามล้านสี่สิบแปด ขอบคุณที่มาสตรีม รอบหน้าขอเกลือกว่านี้ //จะมีเกลือกว่านี้ได้อีกเหรอ 🤣
FS2UrMAx494,08-05-2022,Prin0_0cess,สุขสันต์วันเกิดนะคะพี่เอกมาบอกช้าไปหน่อยแต่มาบอกอยู่นะคะ🥺
FS2UrMAx494,08-05-2022,Cherbell Cherbellie,เสียงปริศนา ขนลุกมาก!!  2:30:03
FS2UrMAx494,08-05-2022,Jutharat1994,แล้วคือทางเราเป็นฝ่ายย้อนหลังแงะ แล้วเชื่อแงะว่าเป็ดเยอะอ่ะ ก็คือคาดหวังปาดแปร๊ดเลือดสาดจัดๆเลยแงะ5
FS2UrMAx494,08-05-2022,Play S.,โอ้ก๊อช ไม่น่าเชื่อ! เป็นเป็ดปาดรัวๆทั้งสตรีมเรย แหม่ เป็นวันของพี่เอกจริงๆ👍🏻
FS2UrMAx494,08-05-2022,LunalyPink🌸,เหมือนไลฟ์นี้พี่เอกได้เป็นเป็ดชดเชยจากตลอด 14 ไลฟ์เกมเป็ดที่ผ่านมาเลยค่ะ สุดจัดอย่างมาก เหลือจะเชื่อคนเขามากับดวงจริง ๆ ✨✨เป็นเป็ดเยอะจนต้องบอกว่าเหลือให้คนอื่นบ้าง 😂
FS2UrMAx494,08-05-2022,Ying K.N,สตรีมนี้ต้องถูกจารึกไว้ เป็นเป็ดบ่อยเกิน บ่อยแบบ300% ขุดโซ๊ส
FS2UrMAx494,08-05-2022,Minaka Na,โหวสตรีมนี้พี่อย่างสุด เป็นเป็ดทั้งสตรีมเลยดิ โคตรอย่าวเดือดเลยครับ อภิมหาเข้าพ่อเป็ดแห่งใส่นัวแฟม หาใครเทียบไม่ได้เลยครับ ขุดโสท ขอบคุณที่มาสตรีมค้าบพี่ 
FS2UrMAx494,08-05-2022,Jabewhale,ดวงมากับวันเกิด โครตสุด
FS2UrMAx494,08-05-2022,I AndMoon,ต้องเปลี่ยนชื่อไลฟ์เป็นทุ่งเป็ดแล้ว เป็ดเต็มไปหมด มากับดวงจริง ๆ คนคนนี้! 
FS2UrMAx494,08-05-2022,MR.Meaw,นึกชื่อไฮไลท์ออกเลย Bad-day Bad-heart ถ
FS2UrMAx494,08-05-2022,Youko sama,2:52:38 ฉากนี้ขำจนตดแตก สงสารทั้งสองคน5
FS2UrMAx494,08-05-2022,praiseindesty,เวอร์มาก ฆ่ารัวๆ ทุกตาเหมือนเล่นแทนทุกไลฟ์ก่อนหน้า เล่นเผื่อไปแล้วสิบไลฟ์มันมากค่ะ ช่บ
FS2UrMAx494,08-05-2022,Rt At,Happy birthday น้าสุขภาพแข็งแรงน้า
FS2UrMAx494,08-05-2022,baby apple,เป็ดแดงอาละวาด!!5 ของขวัญวันเกิดจากเกมแน่เลย ยังไงก็สุขสันต์วัน(คล้ายวัน)เกิดนะคะพี่เอก❤🍰
FS2UrMAx494,08-05-2022,プンタリック,สมแล้วที่เป็นวันเกิด เกิดเป็นเป็ดทุกตาเลย
FS2UrMAx494,08-05-2022,ナンchalií,ทุกคนน่ารักมากเลย โอ๋พี่เอกมากๆ สู้ๆนะคะหนูเข้าใจเลย เซ็งแทนมากๆ ขอให้ครั้งต่อๆไปพี่ได้เป็นโรลตามที่หวังนะคะ คราวนี้ถือว่าแก้เคล็ดนะคะพี่ 🥰
FS2UrMAx494,08-05-2022,yadanan cherdchoo,ขำคลิปแล้วยังต้องมาขำชืองแชทที่แสนสปอยอีกอะหรอ 5 ขอร้องเลยนะ 🤣
FS2UrMAx494,08-05-2022,JerryC,บอกเลยวันนี้เป็นวันของพี่เอกจริง 👍Btw สุขสันต์วันเกิดนะค้าบพี่เอก 🎁🎊🎉🎈🎂นกอ้วนตลอดไป
FS2UrMAx494,08-05-2022,Baby Beer,3:25:15 ชอบรอบนี้มาก ทุกคนสปอยพี่เอกสุด โดโด้เนียนกริบไม่โป๊ะเลย ชาวแก๊งค์น่ารักมั่ก พี่ลี่กับพี่เษมยังซัพพอร์ตตาพี่เสมอ ส่วนพี่อาร์มกับน้องเเพตก็ขยี้ความเบญจเพสในวัย30จัด5เเล้วสตรีมนี้คือเป็ดไม่ต้องหลบซ่อนคิดจะปาดก็ปาดไม่เเคร์ห่าน ไม่เเคร์การโดนโหวต5555555สุขสันต์วันเกิดย้อนหลังนะคะคนเก่งของน้อง🎉🎂✨
FS2UrMAx494,08-05-2022,mm.nowhere,โหเป็ดมาเต็ม เกินไปพี่ชาย คนมากับดวง😂😂😜
FS2UrMAx494,08-05-2022,coolkidsneversleep,พี่เอก ถ้ารอบหน้าพี่ได้เป็นต้องฆ่าเเบ้าคลั่งเเล้ว ฆ่าเเบบให้โลกรู้ ไม่ต้องสนใครละ 5
FS2UrMAx494,08-05-2022,Fern Aida,Happy Birthday นะคะพี่เอก ขอให้เป็นปีที่มีความสุข เจอแต่เรื่องดีๆคนดีๆนะคะ อยู่ทำคลิปสนุกๆไปเรื่อยๆเลยน้า จะติดตามเสมอค่ะ!
FS2UrMAx494,08-05-2022,ใบแกะป๊วย,ทำไมวันนี้เค้ามาขนาดนี้ สุดยอดดเลยพี่เปก (พี่เอก + เป็ด)
FS2UrMAx494,08-05-2022,แบม ญานิ,❤️
FS2UrMAx494,08-05-2022,• myHeart •,โห วันนี้ดวงอย่างมา เป็นเป็ดทุกตาเลย เย้ๆ~เป็นเป็ดแบบ 300% เลยค้าบบวันนี้พี่เป็นเป็ดทั้งสตรีม พี่ทำได้ยังไงเนี่ย
FS2UrMAx494,08-05-2022,Janny,ขนาดยังไม่ได้ดูน่ะไล่อ่านเม้นแค่รู้ว่าพี่เป็นเป็ดทุกตาขนาดนี้หนูก็จะร้องไห้ ดีใจแทนไม่ไหวในที่สุด แง๊ง
